A1_TTV,B1_TTV,C1_TTV,A2_TTV,B2_TTV,C2_TTV,A1_WARP,B1_WARP,C1_WARP,A2_WARP,B2_WARP,C2_WARP,A1_BOW,B1_BOW,C1_BOW,A2_BOW,B2_BOW,C2_BOW,A1_WAVI,B1_WAVI,C1_WAVI,A2_WAVI,B2_WAVI,C2_WAVI
,,,10.66,,,,,,5.04,,,,,,-2.9,,,,,,0.63,,
,,,10.94,,,,,,6.87,,,,,,-2.48,,,,,,0.91,,
,,,11.06,,,,,,9.61,,,,,,-3.08,,,,,,0.89,,
,,,11.99,,,,,,10.87,,,,,,0.12,,,,,,1,,
,,,10.69,,,,,,10.84,,,,,,-0.89,,,,,,0.76,,
,,,10.48,,,,,,8.45,,,,,,-1.17,,,,,,0.96,,
,,,10.85,,,,,,7.72,,,,,,-1.15,,,,,,1.04,,
,,,11.08,,,,,,8.64,,,,,,-1.29,,,,,,1.33,,
,,,11.54,,,,,,10.65,,,,,,-2.84,,,,,,0.81,,
,,,13.07,,,,,,9.06,,,,,,-1.92,,,,,,0.6,,
,,,9.27,,,,,,9.06,,,,,,-2.74,,,,,,0.55,,
,,,9.78,,,,,,7.79,,,,,,-2.35,,,,,,0.88,,
,,,10.46,,,,,,7.79,,,,,,-2.93,,,,,,0.82,,
,,,10.59,,,,,,8,,,,,,-2.33,,,,,,1.02,,
,,,11.34,,,,,,8.28,,,,,,-3.28,,,,,,0.51,,
,,,11.86,,,,,,7.69,,,,,,-2.57,,,,,,0.51,,
,,,9.7,,,,,,9.98,,,,,,-2.44,,,,,,0.53,,
,,,9.97,,,,,,9.79,,,,,,-1.63,,,,,,0.6,,
,,,9.95,,,,,,9.27,,,,,,-2.12,,,,,,0.58,,
,,,10.14,,,,,,8.43,,,,,,-2.23,,,,,,0.96,,
,,,10.61,,,,,,9.94,,,,,,-2.68,,,,,,0.76,,
,,,10.83,,,,,,8.78,,,,,,-1.79,,,,,,0.71,,
,,,9.19,,,,,,11.45,,,,,,-1.12,,,,,,0.78,,
,,,10.15,,,,,,8.45,,,,,,-0.63,,,,,,0.6,,
,,,9.59,,,,,,8.43,,,,,,-1.19,,,,,,0.58,,
,,,10.13,,,,,,6.71,,,,,,-0.94,,,,,,1.34,,
,,,10.45,,,,,,8.01,,,,,,-2.11,,,,,,0.75,,
,,,10.71,,,,,,8.96,,,,,,-0.7,,,,,,0.74,,
,,,11.57,,,,,,7.52,,,,,,-0.09,,,,,,0.72,,
,,,11.39,,,,,,10.86,,,,,,-0.15,,,,,,0.77,,
,,,11.78,,,,,,13.04,,,,,,-0.69,,,,,,1.01,,
,,,11.78,,,,,,12.28,,,,,,0.08,,,,,,1.24,,
,,,11.2,,,,,,13,,,,,,-1.32,,,,,,0.89,,
,,,12.97,,,,,,14.33,,,,,,-2.38,,,,,,0.96,,
,,,12.3,,,,,,11.93,,,,,,-1.66,,,,,,0.94,,
,,,12.41,,,,,,7.65,,,,,,-1.65,,,,,,0.88,,
,,,12.82,,,,,,8.64,,,,,,-2.12,,,,,,0.87,,
,,,13.13,,,,,,8.92,,,,,,-2.08,,,,,,0.99,,
,,,13.67,,,,,,8.2,,,,,,-2.7,,,,,,1.09,,
,,,15.09,,,,,,6.77,,,,,,-3.33,,,,,,0.74,,
,,,7.99,,,,,,7.9,,,,,,-3.89,,,,,,0.83,,
,,,8.4,,,,,,9.81,,,,,,-2.81,,,,,,0.93,,
,,,7.77,,,,,,6.72,,,,,,-1.53,,,,,,1.19,,
,,,7.07,,,,,,6.29,,,,,,-0.89,,,,,,0.92,,
,,,9.26,,,,,,7.15,,,,,,-1.55,,,,,,0.93,,
,,,7.69,,,,,,8.11,,,,,,-2.77,,,,,,0.95,,
,,,11.9,,,,,,8.29,,,,,,-2.17,,,,,,0.99,,
,,,12.59,,,,,,12.17,,,,,,-1.57,,,,,,1.27,,
,,,14.36,,,,,,12.34,,,,,,-1.56,,,,,,0.83,,
,,,16.29,,,,,,10.99,,,,,,-1.44,,,,,,0.82,,
,,,15.12,,,,,,10.51,,,,,,-2.89,,,,,,0.89,,
,,,14.09,,,,,,12.59,,,,,,-3.03,,,,,,1.24,,
,,,8.05,,,,,,11.58,,,,,,-1.8,,,,,,1.01,,
,,,8.42,,,,,,8.69,,,,,,-1.48,,,,,,1.08,,
,,,8.78,,,,,,8.03,,,,,,-1.79,,,,,,0.88,,
,,,9.16,,,,,,8.32,,,,,,-2.71,,,,,,0.91,,
,,,8.9,,,,,,7.96,,,,,,-1.67,,,,,,0.74,,
,,,9.21,,,,,,10.23,,,,,,-1.43,,,,,,1.33,,
,,,8.63,,,,,,12.47,,,,,,-1.36,,,,,,1.45,,
,,,9.33,,,,,,9.01,,,,,,-2.21,,,,,,0.58,,
,,,8.53,,,,,,8.28,,,,,,-2.07,,,,,,0.44,,
,,,9.1,,,,,,8.6,,,,,,-3.06,,,,,,0.68,,
,,,8.83,,,,,,11.18,,,,,,-0.34,,,,,,0.57,,
,,,10.9,,,,,,14.07,,,,,,-0.2,,,,,,1.14,,
,,,8.93,,,,,,11.96,,,,,,-0.62,,,,,,0.58,,
,,,9.8,,,,,,12.08,,,,,,-1.25,,,,,,0.57,,
,,,10.83,,,,,,11.08,,,,,,-1.39,,,,,,0.61,,
,,,9.96,,,,,,13.4,,,,,,-3.12,,,,,,0.59,,
,,,9.4,,,,,,11.13,,,,,,-2.61,,,,,,0.75,,
,,,9.68,,,,,,13,,,,,,-1.42,,,,,,1.23,,
,,,8.43,,,,,,6.73,,,,,,-1.06,,,,,,0.97,,
,,,8.23,,,,,,6.68,,,,,,-1.07,,,,,,0.7,,
,,,8.61,,,,,,6.24,,,,,,-1.13,,,,,,0.67,,
,,,8.4,,,,,,6.39,,,,,,-2.21,,,,,,0.63,,
,,,8.79,,,,,,7.62,,,,,,-3.53,,,,,,0.72,,
,,,9.29,,,,,,9.72,,,,,,-2.98,,,,,,1.23,,
,,,8.42,,,,,,10.18,,,,,,-2.31,,,,,,1.34,,
,,,8.41,,,,,,5.58,,,,,,-1.98,,,,,,0.92,,
,,,8.21,,,,,,5.01,,,,,,-2.24,,,,,,0.54,,
,,,7.97,,,,,,5.08,,,,,,-3.19,,,,,,0.48,,
,,,8.14,,,,,,6.19,,,,,,-1.57,,,,,,0.61,,
,,,9.06,,,,,,9.69,,,,,,-1.65,,,,,,1.14,,
,,,7.68,,,,,,13.64,,,,,,-1.33,,,,,,1.14,,
,,,7.96,,,,,,10.72,,,,,,-2.12,,,,,,0.91,,
,,,9.13,,,,,,9.6,,,,,,-2.48,,,,,,0.66,,
,,,8.25,,,,,,10.3,,,,,,-3.62,,,,,,0.64,,
,,,8.15,,,,,,9.69,,,,,,0.39,,,,,,0.55,,
,,,8.72,,,,,,10.96,,,,,,-0.2,,,,,,0.88,,
,,,10.8,,,,,,6.33,,,,,,-0.18,,,,,,0.57,,
,,,9.43,,,,,,6.35,,,,,,-1.04,,,,,,0.7,,
,,,9.77,,,,,,5.59,,,,,,-1.08,,,,,,0.67,,
,,,13.15,,,,,,7.65,,,,,,-2.44,,,,,,0.71,,
,,,9.3,,,,,,8.96,,,,,,-1.13,,,,,,0.84,,
,,,10.53,,,,,,10.3,,,,,,-1.4,,,,,,1.05,,
,,,8.59,,,,,,5.77,,,,,,-1.74,,,,,,0.86,,
,,,9.18,,,,,,5.88,,,,,,-2.12,,,,,,0.68,,
,,,9.1,,,,,,6.02,,,,,,-2.2,,,,,,0.73,,
,,,11.06,,,,,,7.94,,,,,,-2.5,,,,,,0.7,,
,,,11.45,,,,,,7.2,,,,,,0.42,,,,,,0.88,,
,,,9.94,,,,,,9.41,,,,,,-0.03,,,,,,0.86,,
,,,8.24,,,,,,6.14,,,,,,-0.41,,,,,,0.72,,
,,,8.54,,,,,,6.91,,,,,,-1.16,,,,,,0.62,,
,,,8.47,,,,,,5.95,,,,,,-1.04,,,,,,0.61,,
,,,8.52,,,,,,7.06,,,,,,-1.69,,,,,,0.66,,
,,,8.66,,,,,,7.61,,,,,,0.57,,,,,,0.79,,
,,,9.33,,,,,,7.85,,,,,,0.1,,,,,,1.15,,
,,,9.92,,,,,,5.92,,,,,,0.16,,,,,,0.59,,
,,,9.7,,,,,,7.35,,,,,,-0.32,,,,,,0.67,,
,,,9.99,,,,,,8.56,,,,,,-0.57,,,,,,0.64,,
,,,9.26,,,,,,7.58,,,,,,-1.28,,,,,,0.54,,
,,,9.26,,,,,,8.6,,,,,,0.05,,,,,,0.64,,
,,,10.35,,,,,,9.81,,,,,,-0.63,,,,,,0.89,,
,,,12.32,,,,,,7.03,,,,,,-1.25,,,,,,0.82,,
,,,10.42,,,,,,9.1,,,,,,-1.19,,,,,,1.15,,
,,,10.34,,,,,,10.37,,,,,,-0.9,,,,,,1.26,,
,,,9.24,,,,,,10.6,,,,,,0.43,,,,,,1.25,,
,,,9.32,,,,,,10.23,,,,,,-0.48,,,,,,1.16,,
,,,9.97,,,,,,10.69,,,,,,-0.57,,,,,,1.22,,
,,,8.44,,,,,,6.04,,,,,,-1.16,,,,,,0.53,,
,,,9.48,,,,,,6.75,,,,,,-1.07,,,,,,0.36,,
,,,8.81,,,,,,6.82,,,,,,-2.04,,,,,,0.39,,
,,,8.87,,,,,,6.33,,,,,,-1.21,,,,,,0.58,,
,,,8.69,,,,,,7.55,,,,,,-1.34,,,,,,0.66,,
,,,9.26,,,,,,11.66,,,,,,-1.6,,,,,,0.9,,
,,,10.8,,,,,,5.67,,,,,,-2.7,,,,,,0.75,,
,,,9.68,,,,,,4.78,,,,,,-2.71,,,,,,0.92,,
,,,9.47,,,,,,4.18,,,,,,-3.33,,,,,,0.79,,
,,,10.47,,,,,,4.75,,,,,,-0.99,,,,,,0.73,,
,,,9.56,,,,,,4.68,,,,,,-0.72,,,,,,0.68,,
,,,12.16,,,,,,7.12,,,,,,-1.93,,,,,,0.68,,
,,,8.62,,,,,,7.28,,,,,,-2.15,,,,,,0.92,,
,,,8.1,,,,,,8.84,,,,,,-2.84,,,,,,0.92,,
,,,7.69,,,,,,8.34,,,,,,-3.86,,,,,,0.93,,
,,,7.36,,,,,,10.55,,,,,,,,,,,,0.92,,
,,,6.61,,,,,,10.04,,,,,,,,,,,,0.77,,
,,,6.48,,,,,,11.41,,,,,,,,,,,,0.87,,
,,,9.23,,,,,,5.56,,,,,,,,,,,,,,
,,,8.74,,,,,,6.28,,,,,,,,,,,,,,
,,,8,,,,,,6.1,,,,,,,,,,,,,,
,,,7.99,,,,,,6.82,,,,,,,,,,,,,,
,,,7.22,,,,,,7.32,,,,,,,,,,,,,,
,,,8.19,,,,,,8.86,,,,,,,,,,,,,,
,,,9.03,,,,,,,,,,,,,,,,,,,,
,,,8.6,,,,,,,,,,,,,,,,,,,,
,,,8.66,,,,,,,,,,,,,,,,,,,,
,,,8.92,,,,,,,,,,,,,,,,,,,,
,,,8.45,,,,,,,,,,,,,,,,,,,,
,,,10.1,,,,,,,,,,,,,,,,,,,,
,,,7.86,,,,,,,,,,,,,,,,,,,,
,,,8.25,,,,,,,,,,,,,,,,,,,,
,,,8.1,,,,,,,,,,,,,,,,,,,,
,,,8.03,,,,,,,,,,,,,,,,,,,,
,,,7.99,,,,,,,,,,,,,,,,,,,,
,,,9.03,,,,,,,,,,,,,,,,,,,,
,,,8.54,,,,,,,,,,,,,,,,,,,,
,,,9.01,,,,,,,,,,,,,,,,,,,,
,,,8.62,,,,,,,,,,,,,,,,,,,,
,,,8.5,,,,,,,,,,,,,,,,,,,,
,,,8.34,,,,,,,,,,,,,,,,,,,,
,,,8.88,,,,,,,,,,,,,,,,,,,,
,,,8.56,,,,,,,,,,,,,,,,,,,,
,,,8.45,,,,,,,,,,,,,,,,,,,,
,,,8.14,,,,,,,,,,,,,,,,,,,,
,,,7.87,,,,,,,,,,,,,,,,,,,,
,,,8.02,,,,,,,,,,,,,,,,,,,,
,,,8.33,,,,,,,,,,,,,,,,,,,,
,,,8.54,,,,,,,,,,,,,,,,,,,,
,,,8.18,,,,,,,,,,,,,,,,,,,,
,,,7.96,,,,,,,,,,,,,,,,,,,,
,,,7.84,,,,,,,,,,,,,,,,,,,,
,,,7.71,,,,,,,,,,,,,,,,,,,,
,,,7.73,,,,,,,,,,,,,,,,,,,,
,,,8.26,,,,,,,,,,,,,,,,,,,,
,,,8.01,,,,,,,,,,,,,,,,,,,,
,,,8.03,,,,,,,,,,,,,,,,,,,,
,,,7.91,,,,,,,,,,,,,,,,,,,,
,,,7.53,,,,,,,,,,,,,,,,,,,,
,,,10.58,,,,,,,,,,,,,,,,,,,,
,,,7.92,,,,,,,,,,,,,,,,,,,,
,,,7.91,,,,,,,,,,,,,,,,,,,,
,,,7.37,,,,,,,,,,,,,,,,,,,,
,,,7.66,,,,,,,,,,,,,,,,,,,,
,,,7.21,,,,,,,,,,,,,,,,,,,,
,,,7.56,,,,,,,,,,,,,,,,,,,,
,,,9.89,,,,,,,,,,,,,,,,,,,,
,,,10.35,,,,,,,,,,,,,,,,,,,,
,,,10.65,,,,,,,,,,,,,,,,,,,,
,,,11.01,,,,,,,,,,,,,,,,,,,,
,,,11.34,,,,,,,,,,,,,,,,,,,,
,,,11.26,,,,,,,,,,,,,,,,,,,,
,,,10.19,,,,,,,,,,,,,,,,,,,,
,,,10.72,,,,,,,,,,,,,,,,,,,,
,,,10.87,,,,,,,,,,,,,,,,,,,,
,,,10.9,,,,,,,,,,,,,,,,,,,,
,,,11.03,,,,,,,,,,,,,,,,,,,,
,,,11.19,,,,,,,,,,,,,,,,,,,,
